1577797205 1672491596 1663022156
6557 1578250861 1662995744 118
6558 1577984929 1662071234 368
6559 1579327049 1662592667 138
6560 1578539968 1660867739 347
6561 1580343722 1658886719 7
6562 1578629785 1662761788 237
6563 1579621821 1601848584 11
6564 1579125317 1655256995 21
6565 1580344548 1581884480 2
6566 1580344763 1591479607 2
6567 1580344822 1662331622 22
6568 1577810387 1643151816 42
6569 1580345066 1580345066 1
6570 1577810985 1654179871 228
6571 1577900971 1656862766 655
6572 1578477648 1657650472 29
6573 1577897226 1662950595 1155
6574 1577806913 1661444803 336
6575 1578058970 1625520386 7
6576 1579449569 1658275909 10
6577 1578349877 1654192593 100
6578 1579482957 1660078085 48
6579 1580346189 1580346189 1
6580 1580346337 1661134669 5
6581 1577938150 1604470263 7
6582 1578300477 1662677483 92
6583 1580346542 1661530266 48
6584 1577804481 1662517539 97
6585 1577831358 1615624560 105
6586 1580346712 1662566365 122
6587 1577892870 1662926576 246
6588 1580347184 1580347184 1
6589 1577801823 1651538962 478
6590 1579843433 1662653724 60
6591 1577895379 1601966900 11
6592 1580347669 1658432822 17
6593 1580347725 1661470662 5
6594 1580347765 1580347765 1
6595 1577895357 1642969790 47
6596 1580347853 1586132447 2
6597 1578576222 1633628881 37
6598 1578105475 1662257542 70
6599 1578279362 1662602993 317
6600 1577981705 1660796888 79
6601 1580349172 1660630031 28
6602 1577846452 1662571791 772
6603 1580349556 1662863928 66
6604 1577809394 1612036366 55
6605 1580229314 1660491801 57
6606 1577998399 1627657051 4
6607 1577834350 1660054090 12
6608 1580350575 1644241161 2
6609 1577814554 1657424776 192
6610 1580351017 1661946102 51
6611 1577819754 1662965040 279
6612 1580351519 1585777169 2
6613 1580233208 1661814765 43
6614 1577888342 1661134696 16
6615 1577815757 1644970225 77
6616 1577870000 1662841997 224
6617 1578068671 1662486804 152
6618 1578087160 1651453742 32
6619 1577865923 1661723983 102
6620 1577906024 1658780643 24
6621 1578495104 1661792722 48
6622 1577899383 1638483434 13
6623 1577903940 1659462049 71
6624 1579048041 1645542971 28
6625 1580350830 1648744581 45
6626 1577803837 1662955025 1282
6627 1577953180 1662870842 345
6628 1580354912 1604100650 3
6629 1578580036 1642994972 101
6630 1577798133 1661368264 121
6631 1577889481 1660358979 84
6632 1577805309 1662771641 772
6633 1577805259 1662950190 864
6634 1580356950 1649441393 12
6635 1580357420 1580357420 2
6636 1580358120 1580358120 1
6637 1577983350 1661687780 195
6638 1580359474 1656903541 15
6639 1578282955 1662994810 149
6640 1578948023 1661784295 128
6641 1577922931 1662436122 174
6642 1577939130 1660903611 115
6643 1579721113 1661882925 69
6644 1577836773 1662749620 959
6645 1578252939 1658793353 46
6646 1578517250 1662990325 174
6647 1580364981 1661023435 19
6648 1578436157 1661319299 65
6649 1577896456 1662687068 472
6650 1578005884 1662504088 632
6651 1578888291 1661127599 188
6652 1577822439 1662304071 1032
6653 1577904255 1662155671 35
6654 1580370900 1580370900 1
6655 1577833773 1656767924 81
6656 1578115708 1655516717 10
6657 1580373936 1651002036 10
6658 1580374056 1580374056 1
6659 1580374504 1647550472 17
6660 1578951616 1661822609 112
6661 1579914402 1662841211 247
6662 1578194380 1662237107 38
6663 1577915125 1661438300 133
6664 1578193516 1661883854 338
6665 1578802023 1661921234 97
6666 1577817883 1660427975 2882
6667 1579886488 1586018361 9
6668 1578851569 1604337654 9
6669 1578581148 1662900338 144
6670 1580391068 1653276512 56
6671 1580224685 1656813664 17
6672 1578000122 1661277248 262
6673 1578836642 1661728078 59
6674 1580392777 1630900870 24
6675 1579193993 1580395759 2
6676 1577903287 1588004334 14
6677 1580396564 1606549071 3
6678 1577839497 1662646808 451
6679 1578191293 1661648043 276
6680 1577872268 1662848801 1270
6681 1580397520 1584400351 3
6682 1578381060 1629198786 20
6683 1579478946 1656252115 18
6684 1577976267 1603487461 8
6685 1580398934 1660476820 8
6686 1579636208 1622669363 20
6687 1577812921 1662874580 1184
6688 1578179420 1659296535 42
6689 1578002086 1661623129 214
6690 1580400331 1589253317 3
6691 1577813470 1662074620 258
6692 1578102285 1647960949 8
6693 1577797883 1662957261 1302
6694 1577810105 1662241394 537
6695 1580400771 1642101579 6
6696 1580214266 1662227603 57
6697 1578018965 1661786222 266
6698 1577829516 1650573040 442
6699 1578214260 1662732369 390
6700 1577939057 1663010951 447
6701 1579127787 1595772581 8
6702 1580404042 1580404042 1
6703 1578819001 1662210522 92
6704 1578653034 1657211487 42
6705 1578930892 1661793393 79
6706 1577987524 1640461598 14
6707 1578491965 1630710122 10
6708 1577824039 1598800299 23
6709 1580408500 1660491387 24
6710 1580408747 1614112408 6
6711 1578088291 1663006945 121
6712 1577853336 1662289635 236
6713 1579204526 1662933814 10
6714 1578535071 1651023392 44
6715 1580411501 1616092498 4
6716 1578251171 1659729318 90
6717 1580411686 1662469716 28
6718 1579016591 1614812762 7
6719 1580416304 1625081769 9
6720 1580416345 1627249707 3
6721 1577809084 1661577013 1824
6722 1577857677 1624683371 256
6723 1579050186 1662513287 90
6724 1580417016 1580417016 1
6725 1580417060 1645481853 9
6726 1578054060 1662844530 255
6727 1577933874 1661576916 43
6728 1580418360 1597875922 4
6729 1578199259 1662489107 107
6730 1580419355 1610300873 2
6731 1580419556 1638308990 16
6732 1577808782 1663005669 2745
6733 1578536148 1662306120 300
6734 1579376659 1617369102 19
6735 1577989168 1662161413 233
6736 1577818551 1662822125 432
6737 1578666725 1597264468 14
6738 1580430430 1655783819 7
6739 1579388405 1626809239 76
6740 1578159986 1660932137 19
6741 1578678166 1662988372 676
6742 1580433375 1596572979 3
6743 1577998529 1635269957 13
6744 1578260248 1659962507 85
6745 1578112139 1649387526 137
6746 1580286556 1661894479 121
6747 1577829776 1663010485 698
6748 1578330287 1615859798 5
6749 1578426970 1662612921 21
6750 1580437398 1580437398 1
6751 1577833513 1662416874 590
6752 1578023406 1662992284 524
6753 1577800057 1662431897 276
6754 1577833710 1662497063 346
6755 1580070455 1660611434 18
6756 1579121807 1662193516 134
6757 1577832595 1657064683 380
6758 1577824568 1662353187 659
6759 1580442952 1595736977 4
6760 1580444415 1649958394 13
6761 1578433398 1658611962 40
6762 1578532643 1662780320 197
6763 1577805090 1662404387 239
6764 1577978896 1662847996 1465
6765 1578066116 1660783789 260
6766 1578244226 1648475584 8
6767 1580447087 1647029978 3
6768 1578015843 1585546356 30
6769 1577938131 1662126518 415
6770 1580448142 1622730637 6
6771 1578003204 1661537850 346
6772 1577805172 1662917365 275
6773 1580456038 1627088027 6
6774 1577821952 1663006643 229
6775 1579714518 1662926384 144
6776 1577982520 1657301726 378
6777 1577848242 1662401498 112
6778 1578006686 1662647878 196
6779 1577857710 1604776773 9
6780 1577826464 1662412298 71
6781 1579749821 1651844447 20
6782 1577798108 1662523576 415
6783 1579201777 1659021569 72
6784 1577830954 1662751287 290
6785 1577802645 1662431799 283
6786 1579285539 1662936893 117
6787 1578028001 1659734078 52
6788 1580475417 1580475417 1
6789 1580475859 1658372770 4
6790 1577804068 1662426383 257
6791 1578626577 1659669993 90
6792 1579553875 1661180520 86
6793 1580477848 1637172194 9
6794 1578435495 1658437790 60
6795 1578888181 1659230682 6
6796 1577806538 1653596508 3860
6797 1579411090 1659457678 61
6798 1578127047 1595165233 10
6799 1577890049 1661353760 95
6800 1579290649 1662324705 363
6801 1577999925 1662832400 173
6802 1577918459 1655904054 22
6803 1578355809 1662674536 71
6804 1578195647 1660511080 107
6805 1578026587 1653788675 75
6806 1578895554 1652018224 22
6807 1580484116 1651580753 6
6808 1577981055 1662294893 170
6809 1578933084 1636946584 13
6810 1580484343 1635187295 27
6811 1577852459 1654453444 30
6812 1579128127 1662489755 166
6813 1580487955 1659237670 16
6814 1578084325 1662910839 999
6815 1580489212 1657123994 6
6816 1577809676 1662474393 238
6817 1578208996 1655342344 43
6818 1580490945 1654736796 8
6819 1577826611 1662930039 930
6820 1578687205 1661805212 21
6821 1577926319 1645510976 68
6822 1578051398 1661634876 31
6823 1578293865 1662992070 508
6824 1577811015 1662939392 605
6825 1578275730 1660600352 56
6826 1580493304 1661436181 25
6827 1577883637 1661123224 75
6828 1578196932 1619187244 8
6829 1580494449 1580494449 1
6830 1578329799 1651013272 8
6831 1577821638 1663006813 2052
6832 1578157339 1649307675 12
6833 1580495501 1646977109 26
6834 1580495859 1658700000 15
6835 1577971004 1659606823 93
6836 1580496068 1660015323 12
6837 1580496204 1654993582 12
6838 1580496367 1648071754 23
6839 1580496751 1660411241 61
6840 1578370512 1647302776 24
6841 1577921738 1663012810 103
6842 1579079154 1662596574 86
6843 1577821183 1662489198 276
6844 1577813010 1663004519 385
6845 1578371200 1660388995 50
6846 1577894336 1647703747 55
6847 1578274064 1651420128 52
6848 1580499445 1658793177 24
6849 1577825337 1662408842 169
6850 1580499799 1652044285 9
6851 1577890310 1660294178 59
6852 1577954624 1661561681 181
6853 1579018458 1661277710 101
6854 1577846704 1661456179 57
6855 1579895390 1644584641 36
6856 1577843764 1595796097 10
6857 1580502174 1603334705 4
6858 1579479053 1662474472 51
6859 1580504123 1662974405 64
6860 1580504269 1654588442 18
6861 1580504371 1644766510 3
6862 1580504397 1659207803 21
6863 1579544137 1661986827 73
6864 1579102422 1656563107 41
6865 1578287893 1660757990 117
6866 1578175899 1662898290 217
6867 1577798689 1663014126 422
6868 1577936892 1595537583 13
6869 1578012578 1637098907 57
6870 1580505692 1640906790 11
6871 1580506818 1647786457 2
6872 1580506923 1597340696 7
6873 1578270727 1661362272 72
6874 1577806443 1662992369 390
6875 1580507150 1657468352 7
6876 1577802680 1658016702 167
6877 1580507829 1661544802 27
6878 1577942981 1659379242 159
6879 1580508001 1661393972 36
6880 1578022447 1662867310 290
6881 1578449779 1647188845 45
6882 1580508588 1662990932 48
6883 1579505368 1647400872 52
6884 1577984185 1661089832 168
6885 1580508975 1641962852 6
6886 1577906011 1638673684 64
6887 1580510625 1580510625 1
6888 1580510652 1585396107 3
6889 1578202143 1639843487 53
6890 1577885234 1651594350 141
6891 1578057709 1663006185 180
6892 1577862313 1584874129 7
6893 1578625939 1659911563 19
6894 1579785453 1649628216 19
6895 1580513437 1589823837 2
6896 1578329547 1632338082 14
6897 1578367654 1659892532 26
6898 1577950957 1662963234 451
6899 1577922831 1662766961 309
6900 1577928898 1602351630 17
6901 1580520321 1604624212 2
6902 1580520426 1660448382 3
6903 1578401987 1657222298 572
6904 1580520830 1657408540 13
6905 1579896035 1662397128 19
6906 1580523507 1662633639 125
6907 1578931047 1620085966 6
6908 1578653737 1662048283 108
6909 1580524024 1580524024 1
6910 1577813670 1662995604 302
6911 1578875852 1654907261 18
6912 1579995815 1619134272 6
6913 1577815574 1662642682 177
6914 1580524939 1584057176 2
6915 1577877222 1658789420 227
6916 1577957249 1662438808 117
6917 1578274386 1658344940 140
6918 1577811556 1662966797 579
6919 1578696022 1642205411 103
6920 1578085702 1629749832 97
6921 1577837424 1662925737 631
6922 1578011827 1662903055 314
6923 1580526806 1661511278 90
6924 1580527148 1659500114 42
6925 1577842635 1662746819 269
6926 1579913524 1641238220 12
6927 1577935650 1663012475 835
6928 1577812648 1661904553 311
6929 1577943603 1652827401 557
6930 1577826585 1662698163 334
6931 1577820437 1663018095 737
6932 1578266194 1659534854 138
6933 1580334085 1661902671 97
6934 1580528162 1609444166 5
6935 1577885585 1662330717 78
6936 1577865511 1662996318 251
6937 1580528694 1585078221 3
6938 1577974704 1663015370 155
6939 1580529936 1659876895 16
6940 1577829787 1580530734 2
6941 1580531174 1634067191 5
6942 1579100516 1662487952 91
6943 1577834489 1662735979 696
6944 1579578606 1662331302 22
6945 1580532392 1661947715 87
6946 1580532395 1639042457 5
6947 1579475842 1644353543 5
6948 1580532904 1658338439 10
6949 1577943961 1657754264 25
6950 1578553289 1661717088 43
6951 1578541505 1662484736 196
6952 1578449433 1660588581 13
6953 1577851037 1662762739 522
6954 1577983648 1661982098 60
6955 1580534980 1638289532 2
6956 1578508820 1662987766 407
6957 1579132957 1659725922 23
6958 1577963972 1661906670 223
6959 1579830636 1662651308 320
6960 1580540497 1634740409 7
6961 1580540568 1608009288 14
6962 1580540650 1613938634 2
6963 1580542425 1604173072 7
6964 1579060352 1631204881 70
6965 1580187882 1658323564 87
6966 1577893104 1651005281 142
6967 1580543959 1644593055 19
6968 1578788562 1662350565 114
6969 1578159733 1660703145 221
6970 1580550124 1649599995 9
6971 1578134344 1661884428 66
6972 1577902224 1662835759 423
6973 1577800315 1662933533 2452
6974 1578087318 1661434592 21
6975 1578523076 1644466368 26
6976 1578420687 1661909497 123
6977 1578184736 1653404856 43
6978 1578521187 1657394257 46
6979 1579440454 1661646938 74
6980 1580559216 1593657415 3
6981 1580559666 1619478318 16
6982 1580559721 1660304946 43
6983 1577997544 1662955527 90
6984 1580559894 1661882247 10
6985 1577810600 1662174521 303
6986 1578630249 1663006479 278
6987 1578090946 1662081538 257
6988 1580560571 1659777841 18
6989 1580562063 1653397706 15
6990 1578419446 1608187846 14
6991 1579724593 1642086002 67
6992 1577934862 1662495446 227
6993 1580563162 1602650643 12
6994 1577936891 1662662726 254
6995 1578791388 1657157851 23
6996 1577975938 1662896455 875
6997 1577917637 1661806363 79
6998 1577982452 1649215691 45
6999 1577913861 1663014285 777
7000 1578011106 1661224827 213
7001 1578029939 1662831868 30
7002 1578363550 1662933479 46
7003 1577897601 1660990805 181
7004 1577826654 1662285876 87
7005 1577805600 1659540011 398
7006 1577812057 1662180521 211
7007 1580567896 1657309165 28
7008 1578394591 1659292466 43
7009 1577982667 1663017667 301
7010 1578295666 1661217943 30
7011 1578488314 1662130852 109
7012 1580570114 1580570114 1
7013 1580570744 1637821196 9
7014 1578152531 1662345594 323
7015 1578286731 1662003967 50
7016 1577896025 1663017367 607
7017 1580571213 1653001285 16
7018 1578964344 1657472194 20
7019 1578230158 1647024652 44
7020 1577806746 1662748743 641
7021 1580056091 1661549391 14
7022 1577833841 1662954754 562
7023 1580091995 1660692830 43
7024 1580572177 1662480124 29
7025 1580004671 1662137673 32
7026 1580572897 1588162844 2
7027 1579265108 1660680963 98
7028 1580574067 1584112976 2
7029 1577888179 1647063701 99
7030 1580574257 1625738079 2
7031 1579219125 1617392917 48
7032 1580575464 1658240726 4
7033 1580576317 1583076559 2
7034 1578579875 1584045716 5
7035 1580578179 1660689810 10
7036 1579472257 1610298981 11
7037 1577817869 1662581733 1012
7038 1580178955 1632340301 16
7039 1578349801 1662587598 157
7040 1578493066 1661787773 198
7041 1578509297 1659288971 81
7042 1580581906 1659696416 7
7043 1578144480 1646662410 36
7044 1579967896 1662153172 111
7045 1578030236 1654711830 105
7046 1577840420 1661449380 149
7047 1580393708 1661851272 79
7048 1580584191 1658162716 22
7049 1578664822 1657898394 12
7050 1577918767 1657930467 92
7051 1577817845 1662926009 618
7052 1578333986 1659640598 35
7053 1580587072 1651187747 8
7054 1577997823 1659330756 245
7055 1580241486 1633559759 21
7056 1577803414 1660765987 111
7057 1577924921 1626365123 102
7058 1577835924 1662062886 176
7059 1580588608 1662982518 63
7060 1577860474 1638940523 36
7061 1577827930 1662715208 721
7062 1577868347 1661022810 45
7063 1580589443 1619310518 9
7064 1580589469 1661384843 10
7065 1578429644 1659829942 70
7066 1578006006 1658515115 83
7067 1580589795 1598110440 7
7068 1577973872 1662859807 325
7069 1580313244 1596138812 3
7070 1580590403 1660981171 18
7071 1580323340 1659090067 38
7072 1579502630 1613640979 22
7073 1577932810 1651509832 39
7074 1578939940 1662408733 94
7075 1578077869 1663000741 564
7076 1577809039 1658705953 35
7077 1577804314 1662922030 242
7078 1580592457 1642739621 36
7079 1580592718 1580592718 1
7080 1577818802 1662774325 557
7081 1577925496 1662923898 3021
7082 1578073881 1662032139 218
7083 1577806599 1662870559 229
7084 1579057983 1654350520 39
7085 1580083679 1661399807 41
7086 1577859169 1662614484 246
7087 1577890708 1662862184 120
7088 1577836364 1649730424 415
7089 1577825437 1659476339 99
7090 1579879426 1619526720 25
7091 1578145096 1658349564 35
7092 1579754065 1661627234 147
7093 1578232433 1662857252 216
7094 1578451262 1661965840 50
7095 1580594972 1584311431 2
7096 1580594981 1662919749 159
7097 1577982840 1662484495 165
7098 1578096810 1662142211 73
7099 1578536547 1661984381 60
7100 1578663554 1662238457 150
7101 1577964838 1662413235 211
7102 1580595301 1661550061 23
7103 1578198937 1662817734 79
7104 1578440220 1659774971 71
7105 1577896560 1659034125 214
7106 1578123380 1638710974 65
7107 1578589398 1653416897 62
7108 1577918977 1659297846 294
7109 1577802475 1658681852 133
7110 1579122565 1608878760 7
7111 1578060929 1620870140 37
7112 1578452969 1660961125 61
7113 1580597331 1609818908 5
7114 1580597477 1643756415 11
7115 1578101166 1657413463 41
7116 1578196781 1662434554 110
7117 1577987400 1662755780 550
7118 1579665059 1662554427 173
7119 1577981334 1660003467 137
7120 1580599696 1605649456 14
7121 1580600140 1662826767 22
7122 1578194737 1650158359 10
7123 1578323511 1652355839 66
7124 1578426490 1659560620 99
7125 1580601394 1580601394 1
7126 1577800825 1662931797 236
7127 1580602103 1582941348 2
7128 1580493243 1606177862 4
7129 1579042401 1632792879 11
7130 1577899322 1662736380 842
7131 1577856361 1663007563 157
7132 1580355916 1635799884 9
7133 1578613240 1662850757 27
7134 1578625667 1660069319 137
7135 1580606274 1661300721 29
7136 1579205452 1662943811 77
7137 1580606460 1589253559 8
7138 1577800009 1662968925 339
7139 1580607053 1661905737 93
7140 1578126419 1662434570 126
7141 1577938306 1662433318 95
7142 1580607341 1661454053 32
7143 1577889897 1658108042 119
7144 1580323352 1662528128 39
7145 1579029374 1662438022 29
7146 1578595137 1662756474 39
7147 1579910595 1662380821 33
7148 1577805848 1662028748 1389
7149 1577990346 1661449676 487
7150 1580609149 1591212567 9
7151 1578967562 1620313747 13
7152 1578605179 1662478521 71
7153 1578273787 1662669152 120
7154 1578440528 1663005920 298
7155 1578006375 1662420669 354
7156 1577999685 1662581937 114
7157 1577821739 1662246626 49
7158 1580614760 1582065784 8
7159 1577831769 1643650859 8
7160 1577899353 1654933302 110
7161 1577915501 1633797092 59
7162 1579972725 1657892275 22
7163 1580088521 1637193489 25
7164 1577918588 1662399886 47
7165 1578095664 1662474291 114
7166 1580616037 1661661974 29
7167 1577798343 1660358955 623
7168 1580617712 1644350307 6
7169 1577925167 1662414882 495
7170 1580618901 1650916426 18
7171 1580619777 1609615039 5
7172 1579117574 1660213213 265
7173 1579312102 1633353335 19
7174 1580620591 1649011315 10
7175 1578449451 1655437739 25
7176 1578035193 1660195067 151
7177 1580621286 1632343263 9
7178 1580622040 1649942434 13
7179 1580623514 1594422675 11
7180 1580623674 1601309870 21
7181 1580623878 1662868240 150
7182 1577810759 1662776728 154
7183 1579546366 1660772499 71
7184 1577996484 1662997790 509
7185 1577820390 1641027376 110
7186 1580637238 1654024225 10
7187 1578520802 1662322804 212
7188 1580640766 1580640766 1
7189 1577953834 1662919760 364
7190 1578801088 1660754706 98
7191 1580643047 1621051034 6
7192 1577819344 1662918615 766
7193 1577887591 1662509244 818
7194 1577926011 1663000387 1770
7195 1578083732 1659636511 146
7196 1579566794 1662437994 106
7197 1578015851 1662956295 173
7198 1580646115 1658005352 3
7199 1579814029 1659454765 22
7200 1580646993 1580795093 2
7201 1577833336 1661961057 282
7202 1578107439 1650509971 8
7203 1580651782 1662821679 56
7204 1578799310 1640284726 14
7205 1579376769 1659800418 80
7206 1579820874 1639872645 29
7207 1577900629 1641750337 103
7208 1578969429 1662830492 202
7209 1578022514 1662430387 109
7210 1579570035 1633916337 30
7211 1578255122 1662774410 188
7212 1580656627 1615407557 9
7213 1580657112 1656823096 32
7214 1580657433 1620244693 11
7215 1580659793 1580659793 1
7216 1577980465 1658601740 4
7217 1578016155 1662608287 250
7218 1580661465 1659160538 4
7219 1580661536 1624725141 31
7220 1580661852 1648017426 26
7221 1580563228 1661364732 62
7222 1578330006 1662443096 276
7223 1578081810 1662924893 178
7224 1578051789 1661091339 133
7225 1577892536 1662461786 264
7226 1580663255 1580663255 1
7227 1580663703 1659295475 95
7228 1579971939 1595940789 4
7229 1580664480 1660544853 18
7230 1578860943 1662937076 492
7231 1580665166 1580665166 1
7232 1577909609 1662863400 154
7233 1580665387 1649453663 10
7234 1580665585 1606790790 5
7235 1577993148 1661562675 44
7236 1580328238 1661951375 30
7237 1580115211 1655569541 23
7238 1577824846 1646751076 64
7239 1578617007 1661821274 54
7240 1577980181 1662637084 204
7241 1580667378 1600830803 15
7242 1577836374 1662311772 261
7243 1577993490 1661761497 139
7244 1580226702 1662556550 84
7245 1578200705 1662671649 87
7246 1578701124 1655430859 60
7247 1580668573 1596312845 2
7248 1577916062 1662751103 407
7249 1580668822 1591926192 3
7250 1579234435 1662976886 497
7251 1577915446 1662669498 256
7252 1580669301 1610295808 3
7253 1580669398 1635192512 4
7254 1577810422 1661841905 423
7255 1578992545 1662320674 43
7256 1580669998 1655693938 49
7257 1578003465 1662917631 36
7258 1580671256 1585248984 3
7259 1577856403 1662084596 109
7260 1577840814 1662520752 554
7261 1577888012 1662921264 817
7262 1577982565 1606934202 38
7263 1578327711 1645803969 18
7264 1578786671 1625099067 37
7265 1577818343 1662557810 1443
7266 1579337739 1661740874 64
7267 1579201420 1659474591 12
7268 1580678799 1610990565 3
7269 1580678999 1635181530 10
7270 1578669758 1658070169 24
7271 1579749637 1646781705 22
7272 1578010574 1662844761 114
7273 1580680017 1580680017 1
7274 1580680804 1658351195 34
7275 1579181305 1662176387 30
7276 1579000219 1662065908 71
7277 1577810949 1619272984 37
7278 1580682029 1600175437 13
7279 1579500710 1662302491 198
7280 1580682559 1594705400 11
7281 1578275017 1660955001 42
7282 1578349657 1662033282 132
7283 1578164409 1626871591 23
7284 1577903628 1660095824 64
7285 1580683213 1601652338 2
7286 1578087325 1662142968 56
7287 1578700125 1662763476 74
7288 1580683994 1655773809 31
7289 1577840760 1661553257 148
7290 1577886984 1656994817 18
7291 1578112772 1662018105 254
7292 1578167403 1662493759 690
7293 1580181274 1603547433 7
7294 1578781123 1639518595 44
7295 1577945691 1662802691 411
7296 1577939145 1660945448 51
7297 1580687368 1662913825 178
7298 1578803822 1638545837 8
7299 1577979908 1662921601 99
7300 1580689409 1620672715 6
7301 1580689467 1620147300 19
7302 1580689756 1592501725 9
7303 1580689802 1604893742 18
7304 1580690058 1659210997 16
7305 1580690132 1662276227 11
7306 1580690347 1582649023 4
7307 1580690993 1607243855 21
7308 1578098645 1657139794 118
7309 1580691163 1613585800 10
7310 1580691387 1580691387 1
7311 1580691422 1612392876 6
7312 1578023523 1647107315 113
7313 1580691677 1662593242 74
7314 1579887131 1662991556 176
7315 1580692049 1662144680 40
7316 1578964049 1662483692 177
7317 1580692300 1587577698 6
7318 1580692319 1584038217 13
7319 1579725910 1583891785 16
7320 1580692723 1582396110 7
7321 1577837154 1662895873 234
7322 1580693489 1643847386 5
7323 1579590098 1656271959 29
7324 1578416368 1634272320 80
7325 1577904847 1659481727 30
7326 1578695861 1646754248 132
7327 1578158171 1663000312 799
7328 1577846666 1662900572 584
7329 1580695301 1580695301 1
7330 1578003851 1659889070 12
7331 1577825491 1662678925 233
7332 1580696271 1607915454 2
7333 1580697124 1661491998 19
7334 1577812955 1663012173 5153
7335 1579550771 1662579297 63
7336 1577882214 1662578051 235
7337 1580697869 1580697869 1
7338 1578408677 1661159234 58
7339 1577970916 1654200534 93
7340 1578078414 1662230528 21
7341 1580699294 1641065778 3
7342 1579896870 1656678440 23
7343 1578091696 1655582805 78
7344 1577803042 1662837728 396
7345 1577802265 1641021286 36
7346 1580703838 1662151202 21
7347 1578711981 1655502930 38
7348 1578286716 1662945554 318
7349 1580705097 1662315879 3
7350 1580697485 1633990830 8
7351 1580707331 1650993312 23
7352 1580708484 1590839527 7
7353 1578110884 1640791442 47
7354 1580710888 1585229697 3
7355 1580712022 1661430783 30
7356 1579367757 1625571926 15
7357 1579618565 1661611966 51
7358 1578189455 1661629010 274
7359 1580715335 1584498936 2
7360 1578022716 1662307796 242
7361 1577849848 1662930611 325
7362 1578606361 1662413020 246
7363 1578969287 1662887264 47
7364 1580730892 1638586689 10
7365 1578252635 1662157443 137
7366 1578086749 1662985484 207
7367 1580733819 1662655947 69
7368 1578234814 1658763194 46
7369 1578062411 1648230350 73
7370 1579371527 1659624216 20
7371 1578327618 1652361383 44
7372 1579138155 1662582487 103
7373 1578189811 1662295806 155
7374 1578590772 1603603823 6
7375 1577917037 1659112808 48
7376 1580738497 1654705085 10
7377 1580738521 1606164699 7
7378 1578589508 1629398254 8
7379 1580738664 1662131632 81
7380 1578968721 1662594678 52
7381 1580738892 1606882995 7
7382 1577808353 1659232152 138
7383 1580738929 1657843671 15
7384 1577889453 1662523496 234
7385 1578749135 1660781602 16
7386 1579058568 1652897077 13
7387 1577896314 1657094971 55
7388 1580740892 1662946919 461
7389 1578003258 1662589537 65
7390 1580742098 1650819625 36
7391 1580012140 1659130261 26
7392 1578631246 1655573207 153
7393 1580744085 1647175593 8
7394 1580744626 1580744626 1
7395 1578698134 1638620765 44
7396 1580744704 1593775138 2
7397 1579942596 1629684801 39
7398 1580746448 1596398861 2
7399 1580746515 1656878646 14
7400 1578167682 1662667666 347
7401 1577842593 1662728503 244
7402 1577905572 1662940337 731
7403 1577863672 1653395529 625
7404 1579645774 1652739477 18
7405 1580748762 1580748762 1
7406 1580749896 1580749896 1
7407 1580750818 1617120419 2
7408 1577827190 1654125315 413
7409 1580751568 1662644607 535
7410 1577967090 1662843296 715
7411 1577982403 1662139299 115
7412 1580752626 1598418187 2
7413 1580753644 1595456055 6
7414 1579261606 1641326518 7
7415 1580753708 1591708816 9
7416 1577974088 1662989280 122
7417 1580326584 1653364604 42
7418 1578765246 1617065517 8
7419 1580755702 1661556119 27
7420 1580755729 1600874219 17
7421 1577812944 1654979284 272
7422 1577936043 1662811227 467
7423 1580758961 1633348041 28
7424 1580759863 1626346272 39
7425 1580760593 1580760593 1
7426 1580760773 1608123199 7
7427 1580760971 1639891651 19
7428 1580398559 1643052726 6
7429 1578578092 1661003740 118
7430 1580762246 1580762246 1
7431 1577910023 1626014939 166
7432 1580762418 1631014804 13
7433 1578116567 1599179314 3
7434 1578051215 1661223677 77
7435 1577833716 1663016968 332
7436 1579474136 1646940266 31
7437 1580763595 1631559815 4
7438 1578503305 1613254406 5
7439 1578849294 1657224096 43
7440 1580763854 1598803509 2
7441 1580764304 1639933380 12
7442 1577827425 1662424784 245
7443 1580764569 1660349889 13
7444 1577915463 1662744228 264
7445 1580765094 1580767418 2
7446 1580765258 1589867957 5
7447 1580766589 1601575955 2
7448 1578008416 1588625629 7
7449 1578746827 1617686303 15
7450 1580767499 1662858052 48
7451 1577966099 1662477743 84
7452 1579309764 1616466485 19
7453 1577930368 1662399246 39
7454 1580768152 1658763290 3
7455 1579529644 1656821052 103
7456 1580410635 1659640916 30
7457 1577821715 1662734148 316
7458 1578941843 1656437036 79
7459 1578465755 1661477829 57
7460 1580769400 1660482002 75
7461 1579665276 1660958890 60
7462 1580769933 1602365838 14
7463 1580708115 1634711226 16
7464 1578547804 1662037770 42
7465 1578795406 1659469155 129
7466 1579111778 1662161027 166
7467 1577810996 1651339884 45
7468 1580771416 1580771416 1
7469 1579798680 1661949117 68
7470 1580771571 1625703258 8
7471 1578281705 1661722886 75
7472 1577805015 1662342061 190
7473 1577953726 1662878162 831
7474 1579373816 1580771809 2
7475 1577805656 1662835625 960
7476 1577995025 1616612476 34
7477 1577832276 1662927789 742
7478 1578187170 1661158381 127
7479 1579978070 1593214819 6
7480 1577816935 1662832650 176
7481 1577904505 1611094862 32
7482 1577901583 1662837799 325
7483 1578282452 1582673529 4
7484 1577916363 1662920285 475
7485 1577829266 1662956394 513
7486 1578188874 1659752300 58
7487 1580778079 1617922776 5
